full_name,level,family,label,eco_codes,canonical_pgn
Berg Variation,1,Marienbad System,Berg Variation,A47,1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5 5. c4 cxd4 6. Qxd4
Mexican Defense,0,Mexican Defense,Mexican Defense,A50,1. d4 Nf6 2. c4 Nc6
Horsefly Gambit,1,Mexican Defense,Horsefly Gambit,A50,1. d4 Nf6 2. c4 Nc6 3. d5 Ne5 4. f4
Mieses Opening,0,Mieses Opening,Mieses Opening,A00,1. d3
Myers Spike Attack,1,Mieses Opening,Myers Spike Attack,A00,1. d3 g6 2. g4
Reversed Rat,1,Mieses Opening,Reversed Rat,A00,1. d3 e5
Venezolana Variation,1,Mieses Opening,Venezolana Variation,A00,1. d3 c5 2. Nc3 Nc6 3. g3
Mikenas Defense,0,Mikenas Defense,Mikenas Defense,A40,1. d4 Nc6
Cannstatter Variation,1,Mikenas Defense,Cannstatter Variation,A40,1. d4 Nc6 2. c4 e5 3. d5 Nd4
Lithuanian Variation,1,Mikenas Defense,Lithuanian Variation,A40,1. d4 Nc6 2. c4 e5 3. d5 Nce7
Pozarek Gambit,1,Mikenas Defense,Pozarek Gambit,A40,1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3 Nxc4
Modern Defense,0,Modern Defense,Modern Defense,A04|A40|A41|A42|B06|B07|B27,1. e4 g6
Anti-Modern,1,Modern Defense,Anti-Modern,B06,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Bc4 d6 5. Qe2
Averbakh System,1,Modern Defense,Averbakh System,A42,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4
Averbakh Variation,1,Modern Defense,Averbakh Variation,A42,1. d4 g6 2. c4 Bg7 3. e4 d6 4. Be3 Nf6 5. f3
Averbakh Variation: Pseudo-Sämisch,2,Modern Defense,Pseudo-Sämisch,A42,1. d4 g6 2. c4 Bg7 3. e4 d6 4. Be3 Nf6 5. f3
Beefeater Variation,1,Modern Defense,Beefeater Variation,A40,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5
Bishop Attack,1,Modern Defense,Bishop Attack,B06,1. e4 g6 2. d4 Bg7 3. Bc4
Bishop Attack: Bücker Gambit,2,Modern Defense,Bücker Gambit,B06,1. e4 g6 2. d4 Bg7 3. Bc4 b5
Bishop Attack: Monkey's Bum,2,Modern Defense,Monkey's Bum,B06,1. e4 g6 2. Bc4 Bg7 3. Qf3 e6 4. d4 Bxd4
Dunworthy Variation,1,Modern Defense,Dunworthy Variation,B06,1. e4 g6 2. d4 Bg7 3. c4 d5 4. exd5 c6 5. dxc6 Bxd4
Fianchetto Gambit,1,Modern Defense,Fianchetto Gambit,B06,1. e4 g6 2. d4 f5
Geller's System,1,Modern Defense,Geller's System,B07,1. e4 g6 2. d4 Bg7 3. Nf3 d6 4. c3
Gurgenidze Defense,1,Modern Defense,Gurgenidze Defense,B06,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. f4 d5 5. e5 h5
Kotov Variation,1,Modern Defense,Kotov Variation,A42,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 Nc6
Lizard Defense,1,Modern Defense,Lizard Defense,A40|B06,1. d4 g6 2. h4 Nf6 3. h5
Lizard Defense: Mittenberger Gambit,2,Modern Defense,Mittenberger Gambit,B06,1. e4 g6 2. d4 Bg7 3. Nc3 d5
Lizard Defense: Pirc-Diemer Gambit,2,Modern Defense,Pirc-Diemer Gambit,A40,1. d4 g6 2. h4 Nf6 3. h5
Masur Gambit,1,Modern Defense,Masur Gambit,B06,1. e4 g6 2. d4 Nh6 3. Nc3 f5 4. Bxh6 Bxh6 5. exf5 O-O
Modern Pterodactyl,1,Modern Defense,Modern Pterodactyl,B06,1. e4 g6 2. d4 Bg7 3. Nc3 c5
Mongredien Defense,1,Modern Defense,Mongredien Defense,B06,1. e4 g6 2. d4 Bg7 3. Nc3 b6
Mongredien Defense: with Nc3,2,Modern Defense,with Nc3,B06,1. e4 g6 2. d4 Bg7 3. Nc3 b6
Mongredien Defense: with Nf3,2,Modern Defense,with Nf3,B06,1. e4 g6 2. d4 Bg7 3. Nf3 b6
Neo-Modern Defense,1,Modern Defense,Neo-Modern Defense,A41,1. d4 g6 2. c4 Bg7 3. e4 e5
Norwegian Defense,1,Modern Defense,Norwegian Defense,B06,1. e4 g6 2. d4 Nf6
Norwegian Defense: Norwegian Gambit,2,Modern Defense,Norwegian Gambit,B06,1. e4 g6 2. d4 Nf6 3. e5 Nh5 4. Be2 d6
Pseudo-Austrian Attack,1,Modern Defense,Pseudo-Austrian Attack,B06,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. f4
Pterodactyl Variation,1,Modern Defense,Pterodactyl Variation,B27,1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5
Randspringer Variation,1,Modern Defense,Randspringer Variation,A42,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 f5
Semi-Averbakh Variation,1,Modern Defense,Semi-Averbakh Variation,A04|B06,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6
Semi-Averbakh Variation: Polish Variation,2,Modern Defense,Polish Variation,A04,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6
Semi-Averbakh Variation: Pterodactyl Variation,2,Modern Defense,Pterodactyl Variation,A04,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+
Semi-Averbakh Variation: Pterodactyl Variation Accepted,2,Modern Defense,Pterodactyl Variation Accepted,A04,1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+
Semi-Averbakh Variation: Pterodactyl Variation Declined,2,Modern Defense,Pterodactyl Variation Declined,B06,1. e4 g6 2. d4 Bg7 3. c4 c5 4. Nf3 d6 5. Be2 Qa5+
Standard Defense,1,Modern Defense,Standard Defense,B06,1. e4 g6 2. d4 Bg7 3. Nc3 d6
Standard Line,1,Modern Defense,Standard Line,B06,1. e4 g6 2. d4 Bg7 3. Nc3
Three Pawns Attack,1,Modern Defense,Three Pawns Attack,B06,1. e4 g6 2. d4 Bg7 3. f4
Two Knights Variation,1,Modern Defense,Two Knights Variation,B06,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3
Two Knights Variation: Suttles Variation,2,Modern Defense,Suttles Variation,B06,1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Nf3 d6
Two Knights Variation: Suttles Variation: Tal Gambit,3,Modern Defense,Tal Gambit,B06,1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Bg5 Qb6 6. Qd2 Qxb2
Westermann Gambit,1,Modern Defense,Westermann Gambit,B06,1. e4 g6 2. d4 Bg7 3. Bd2
Wind Gambit,1,Modern Defense,Wind Gambit,B06,1. e4 g6 2. d4 Bg7 3. Bd3
Montevideo Defense,0,Montevideo Defense,Montevideo Defense,A40,1. d4 Nc6 2. d5 Nb8
Neo-Grünfeld Defense,0,Neo-Grünfeld Defense,Neo-Grünfeld Defense,D70|D71|D74|D75|D76|D77|D78|D79,1. d4 Nf6 2. c4 g6 3. f3 d5
Classical Variation,1,Neo-Grünfeld Defense,Classical Variation,D77|D78,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4
Classical Variation: Modern Defense,2,Neo-Grünfeld Defense,Modern Defense,D77,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4 dxc4
Classical Variation: Original Defense,2,Neo-Grünfeld Defense,Original Defense,D78,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 c6 6. O-O d5
Classical Variation: Polgar Variation,2,Neo-Grünfeld Defense,Polgar Variation,D77,1. d4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O d5 6. c4 Nc6
Delayed Exchange Variation,1,Neo-Grünfeld Defense,Delayed Exchange Variation,D74|D75|D76,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O
Exchange Variation,1,Neo-Grünfeld Defense,Exchange Variation,D71,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5 5. cxd5 Nxd5
Goglidze Attack,1,Neo-Grünfeld Defense,Goglidze Attack,D70,1. d4 Nf6 2. c4 g6 3. f3 d5
Ultra-Delayed Exchange Variation,1,Neo-Grünfeld Defense,Ultra-Delayed Exchange Variation,D79,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 c6 6. O-O d5 7. cxd5 cxd5
with Nf3,1,Neo-Grünfeld Defense,with Nf3,D70,1. d4 Nf6 2. c4 g6 3. Nf3 d5
with g3,1,Neo-Grünfeld Defense,with g3,D70,1. d4 Nf6 2. c4 g6 3. g3 d5
Nimzo-Indian Defense,0,Nimzo-Indian Defense,Nimzo-Indian Defense,E20|E21|E22|E23|E24|E25|E26|E27|E28|E29|E30|E31|E32|E33|E34|E35|E36|E37|E38|E39|E40|E41|E42|E43|E44|E45|E46|E47|E48|E49|E50|E51|E52|E53|E54|E55|E56|E58|E59,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
Classical Variation,1,Nimzo-Indian Defense,Classical Variation,E32|E33|E34|E35|E36|E37|E38|E39,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2
Classical Variation: Belyavsky Gambit,2,Nimzo-Indian Defense,Belyavsky Gambit,E34,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 Qxd5 6. Nf3 Qf5 7. Qd1 e5
Classical Variation: Berlin Variation,2,Nimzo-Indian Defense,Berlin Variation,E38|E39,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5
Classical Variation: Berlin Variation: Macieja System,3,Nimzo-Indian Defense,Macieja System,E39,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O 6. a3 Bxc5 7. Nf3 b6
Classical Variation: Berlin Variation: Pirc Variation,3,Nimzo-Indian Defense,Pirc Variation,E39,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O
Classical Variation: Berlin Variation: Steiner Variation,3,Nimzo-Indian Defense,Steiner Variation,E38,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 Bxc3+
Classical Variation: Keres Defense,2,Nimzo-Indian Defense,Keres Defense,E32,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b6
Classical Variation: Milner-Barry Variation,2,Nimzo-Indian Defense,Milner-Barry Variation,E33,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6 5. Nf3 d6
Classical Variation: Modern Variation,2,Nimzo-Indian Defense,Modern Variation,E37,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 c5
Classical Variation: Noa Variation,2,Nimzo-Indian Defense,Noa Variation,E34|E35|E36|E37,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5
Classical Variation: Noa Variation: Botvinnik Variation,3,Nimzo-Indian Defense,Botvinnik Variation,E36,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Nc6
Classical Variation: Noa Variation: Main Line,3,Nimzo-Indian Defense,Main Line,E36,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4
Classical Variation: Noa Variation: San Remo Variation,3,Nimzo-Indian Defense,San Remo Variation,E37,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 Nc6 8. e3 e5
Classical Variation: Romanishin Gambit,2,Nimzo-Indian Defense,Romanishin Gambit,E36,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 c5
Classical Variation: Vitolins-Adorjan Gambit,2,Nimzo-Indian Defense,Vitolins-Adorjan Gambit,E32,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b5
Classical Variation: Zurich Variation,2,Nimzo-Indian Defense,Zurich Variation,E33,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6
Dilworth Gambit,1,Nimzo-Indian Defense,Dilworth Gambit,E20,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e4
Kmoch Variation,1,Nimzo-Indian Defense,Kmoch Variation,E20,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3
Leningrad Variation,1,Nimzo-Indian Defense,Leningrad Variation,E30|E31,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5
Leningrad Variation: Averbakh Gambit,2,Nimzo-Indian Defense,Averbakh Gambit,E30,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 b5
Leningrad Variation: Benoni Defense,2,Nimzo-Indian Defense,Benoni Defense,E31,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 d6
Mikenas Attack,1,Nimzo-Indian Defense,Mikenas Attack,E20,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qd3
Normal Variation,1,Nimzo-Indian Defense,Normal Variation,E46|E47|E48|E49|E51|E52|E53|E54|E55|E56|E58|E59,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O
Normal Variation: Bernstein Defense,2,Nimzo-Indian Defense,Bernstein Defense,E58|E59,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6 8. a3 Bxc3 9. bxc3
Normal Variation: Bernstein Defense: Exchange Line,3,Nimzo-Indian Defense,Exchange Line,E58,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6 8. a3 Bxc3 9. bxc3
Normal Variation: Botvinnik System,2,Nimzo-Indian Defense,Botvinnik System,E49,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. a3 Bxc3+ 7. bxc3
Normal Variation: Classical Defense,2,Nimzo-Indian Defense,Classical Defense,E48,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5
Normal Variation: Gligoric System,2,Nimzo-Indian Defense,Gligoric System,E53|E54|E55|E56,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5
Normal Variation: Gligoric System: Bernstein Defense,3,Nimzo-Indian Defense,Bernstein Defense,E56,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6
Normal Variation: Gligoric System: Bronstein Variation,3,Nimzo-Indian Defense,Bronstein Variation,E55,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 Nbd7
Normal Variation: Gligoric System: Exchange Variation,3,Nimzo-Indian Defense,Exchange Variation,E54,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4
Normal Variation: Gligoric System: Keres Variation,3,Nimzo-Indian Defense,Keres Variation,E53,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O b6
Normal Variation: Gligoric System: Smyslov Variation,3,Nimzo-Indian Defense,Smyslov Variation,E54,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 Qe7
Normal Variation: Ragozin Variation,2,Nimzo-Indian Defense,Ragozin Variation,E51,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5
Normal Variation: Schlechter Defense,2,Nimzo-Indian Defense,Schlechter Defense,E52,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 b6
Normal Variation: Sämisch Deferred,2,Nimzo-Indian Defense,Sämisch Deferred,E51,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. a3
Ragozin Defense,1,Nimzo-Indian Defense,Ragozin Defense,E48,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 Nc6 7. O-O
Ragozin Variation,1,Nimzo-Indian Defense,Ragozin Variation,E51,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 Nc6 7. O-O dxc4
Reshevsky Variation,1,Nimzo-Indian Defense,Reshevsky Variation,E46,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Ne2
Romanishin Variation,1,Nimzo-Indian Defense,Romanishin Variation,E20,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. g3
Romanishin Variation: English Hybrid,2,Nimzo-Indian Defense,English Hybrid,E20,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. g3 cxd4 6. Nxd4 O-O 7. Bg2 d5 8. cxd5 Nxd5
Rubinstein System,1,Nimzo-Indian Defense,Rubinstein System,E40|E41|E42,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3
Rubinstein System: Hübner Variation,2,Nimzo-Indian Defense,Hübner Variation,E41,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3 Bxc3+ 7. bxc3 d6
Rubinstein System: Rubinstein Variation,2,Nimzo-Indian Defense,Rubinstein Variation,E42,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2
Rubinstein System: Rubinstein Variation: Main Line,3,Nimzo-Indian Defense,Main Line,E42,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. a3
Rubinstein System: Rubinstein Variation: Sherbakov Attack,3,Nimzo-Indian Defense,Sherbakov Attack,E42,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. c5
Rubinstein System: Taimanov Variation,2,Nimzo-Indian Defense,Taimanov Variation,E40,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 Nc6
Simagin Variation,1,Nimzo-Indian Defense,Simagin Variation,E46,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Ne2 d5 6. a3 Bd6
Spielmann Variation,1,Nimzo-Indian Defense,Spielmann Variation,E22|E23,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3
Spielmann Variation: Carlsbad Variation,2,Nimzo-Indian Defense,Carlsbad Variation,E23,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxd2
Spielmann Variation: Romanovsky Gambit,2,Nimzo-Indian Defense,Romanovsky Gambit,E23,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6
Spielmann Variation: Stahlberg Variation,2,Nimzo-Indian Defense,Stahlberg Variation,E23,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxc5
St. Petersburg Variation,1,Nimzo-Indian Defense,St. Petersburg Variation,E43|E44|E45,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6
St. Petersburg Variation: American Variation,2,Nimzo-Indian Defense,American Variation,E44,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2 Ne4
St. Petersburg Variation: Fischer Variation,2,Nimzo-Indian Defense,Fischer Variation,E45,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2 Ba6
St. Petersburg Variation: Romanishin–Psakhis Variation,2,Nimzo-Indian Defense,Romanishin–Psakhis Variation,E44,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2 c5 6. a3 Ba5
St. Petersburg Variation: with Ne4,2,Nimzo-Indian Defense,with Ne4,E43,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 Ne4
Sämisch Variation,1,Nimzo-Indian Defense,Sämisch Variation,E24|E25|E26|E27|E28|E29,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3
Sämisch Variation: Botvinnik Variation,2,Nimzo-Indian Defense,Botvinnik Variation,E24,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. e3 O-O 8. cxd5 Nxd5
Sämisch Variation: Capablanca Variation,2,Nimzo-Indian Defense,Capablanca Variation,E29,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. a3 Bxc3+ 7. bxc3 O-O 8. Ne2 b6 9. e4 Ne8
Sämisch Variation: Keres Variation,2,Nimzo-Indian Defense,Keres Variation,E25,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5 Nxd5 8. dxc5
Sämisch Variation: O'Kelly Variation,2,Nimzo-Indian Defense,O'Kelly Variation,E26,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3 b6
Sämisch Variation: Romanovsky Variation,2,Nimzo-Indian Defense,Romanovsky Variation,E25,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5 Nxd5 8. dxc5 f5
Three Knights Variation,1,Nimzo-Indian Defense,Three Knights Variation,E21,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3
Three Knights Variation: Euwe Variation,2,Nimzo-Indian Defense,Euwe Variation,E21,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. d5 Ne4
Three Knights Variation: Korchnoi Variation,2,Nimzo-Indian Defense,Korchnoi Variation,E21,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. d5
Three Knights Variation: Shocron Gambit,2,Nimzo-Indian Defense,Shocron Gambit,E21,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nc3 c5 5. d5 b5
Nimzo-Larsen Attack,0,Nimzo-Larsen Attack,Nimzo-Larsen Attack,A01|A06,1. b3
Classical Variation,1,Nimzo-Larsen Attack,Classical Variation,A01|A06,1. b3 d5
Dutch Variation,1,Nimzo-Larsen Attack,Dutch Variation,A01,1. b3 f5
English Variation,1,Nimzo-Larsen Attack,English Variation,A01,1. b3 c5
Graz Attack,1,Nimzo-Larsen Attack,Graz Attack,A01,1. b3 d5 2. Ba3
Indian Variation,1,Nimzo-Larsen Attack,Indian Variation,A01,1. b3 Nf6
Modern Variation,1,Nimzo-Larsen Attack,Modern Variation,A01,1. b3 e5
Norfolk Gambit,1,Nimzo-Larsen Attack,Norfolk Gambit,A06,1. Nf3 d5 2. b3 c5 3. e4
Pachman Gambit,1,Nimzo-Larsen Attack,Pachman Gambit,A01,1. b3 e5 2. Bb2 Nc6 3. f4
Polish Variation,1,Nimzo-Larsen Attack,Polish Variation,A01,1. b3 b5
Ringelbach Gambit,1,Nimzo-Larsen Attack,Ringelbach Gambit,A01,1. b3 f5 2. Bb2 e6 3. e4
Spike Variation,1,Nimzo-Larsen Attack,Spike Variation,A01,1. b3 Nf6 2. Bb2 g6 3. g4
Symmetrical Variation,1,Nimzo-Larsen Attack,Symmetrical Variation,A01,1. b3 b6
Nimzowitsch Defense,0,Nimzowitsch Defense,Nimzowitsch Defense,B00,1. e4 Nc6
Breyer Variation,1,Nimzowitsch Defense,Breyer Variation,B00,1. e4 Nc6 2. Nc3 Nf6 3. d4 e5
Colorado Countergambit,1,Nimzowitsch Defense,Colorado Countergambit,B00,1. e4 Nc6 2. Nf3 f5
Colorado Countergambit Accepted,1,Nimzowitsch Defense,Colorado Countergambit Accepted,B00,1. e4 Nc6 2. Nf3 f5 3. exf5
Declined Variation,1,Nimzowitsch Defense,Declined Variation,B00,1. e4 Nc6 2. Nf3
El Columpio Defense,1,Nimzowitsch Defense,El Columpio Defense,B00,1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4
El Columpio Defense: El Columpio Gambit,2,Nimzowitsch Defense,El Columpio Gambit,B00,1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. e6
El Columpio Defense: Exchange Variation,2,Nimzowitsch Defense,Exchange Variation,B00,1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. exd6
El Columpio Defense: Pin Variation,2,Nimzowitsch Defense,Pin Variation,B00,1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. Bb5
Franco-Nimzowitsch Variation,1,Nimzowitsch Defense,Franco-Nimzowitsch Variation,B00,1. e4 Nc6 2. Nf3 e6
French Connection,1,Nimzowitsch Defense,French Connection,B00,1. e4 Nc6 2. Nc3 e6
Hornung Gambit,1,Nimzowitsch Defense,Hornung Gambit,B00,1. e4 Nc6 2. d4 d5 3. Be3
Kennedy Variation,1,Nimzowitsch Defense,Kennedy Variation,B00,1. e4 Nc6 2. d4 e5
Kennedy Variation: Bielefelder Gambit,2,Nimzowitsch Defense,Bielefelder Gambit,B00,1. e4 Nc6 2. d4 e5 3. dxe5 Bc5
Kennedy Variation: Hammer Gambit,2,Nimzowitsch Defense,Hammer Gambit,B00,1. e4 Nc6 2. d4 e5 3. dxe5 f6
Kennedy Variation: Herford Gambit,2,Nimzowitsch Defense,Herford Gambit,B00,1. e4 Nc6 2. d4 e5 3. dxe5 Qh4
Kennedy Variation: Keres Attack,2,Nimzowitsch Defense,Keres Attack,B00,1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. Nc3
Kennedy Variation: Linksspringer Variation,2,Nimzowitsch Defense,Linksspringer Variation,B00,1. e4 Nc6 2. d4 e5 3. d5
Kennedy Variation: Main Line,2,Nimzowitsch Defense,Main Line,B00,1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. f4 Ng6
Kennedy Variation: Paulsen Attack,2,Nimzowitsch Defense,Paulsen Attack,B00,1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. Nf3
Kennedy Variation: Riemann Defense,2,Nimzowitsch Defense,Riemann Defense,B00,1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. f4 Nc6
Kennedy Variation: de Smet Gambit,2,Nimzowitsch Defense,de Smet Gambit,B00,1. e4 Nc6 2. d4 e5 3. dxe5 d6
Mikenas Variation,1,Nimzowitsch Defense,Mikenas Variation,B00,1. e4 Nc6 2. d4 d6
Neo-Mongoloid Defense,1,Nimzowitsch Defense,Neo-Mongoloid Defense,B00,1. e4 Nc6 2. d4 f6
